count	msgid	msgstr	modules
1	Deliveries	Phiếu giao hàng	g10_shirt_production
1	Delivery	Giao hàng	g10_stock
1	Delivery Count	Số lần giao hàng	g10_shirt_production
1	Delivery Method	Phương thức giao hàng	g10_master
1	Delivery Order	Phiếu giao hàng	g10_shirt_production
1	Delivery Orders	Các phiếu giao hàng	g10_shirt_production
1	Department	Phòng ban	g10_master
1	Department Name	Tên phòng ban	g10_master
1	Departments	Bộ phận	g10_master
1	Destination	Đích nhận	g10_mattermost_integration
1	Destination Package	Cuộn vải	g10_stock
1	Destinations	Đích nhận	g10_mattermost_integration
1	Destroy	Hàng chờ hủy	g10_stock
1	Detail Lines	Chi tiết	g10_veston_production
1	Detail delivery	CHi tiết giao hàng	g10_stock
1	Detail in/out stock request	Chi tiết nhập/xuất	g10_stock
1	Detail must be unique per pressing supply!	Chi tiết phải là duy nhất trên mỗi phiếu cấp là!	g10_one_off_production
1	Detail must be unique per stock import!	Chi tiết phải là duy nhất trên mỗi phiếu nhập kho!	g10_one_off_production
1	Detailed Operations	Hoạt động chi tiết	g10_stock
1	Document	Tài liệu đính kèm	g10_production
1	Document Name	Tên Tài liệu đính kèm	g10_production
1	Document Width (cm)	Khổ chứng từ (cm)	g10_stock
1	Document Width (inch)	Khổ chứng từ (inch)	g10_stock
1	Document Width Unit of Measure	Đơn vị Khổ chứng từ	g10_stock
1	Does this production order require sewing inspection before washing?	Lệnh sản xuất này có kiểm hóa may trước giặt không?	g10_hybrid_production
1	Domain Size	Miền Cỡ	g10_veston_production
1	Done One-off Pressing Rechecks	Recheck là đơn chiếc đã hoàn thành	g10_one_off_production
1	Done One-off Sewing Rechecks	Recheck đơn chiếc đã hoàn thành	g10_one_off_production
1	Done Pressing Inspection Details	Chi tiết kiểm Là hoàn thành	g10_veston_production
1	Done Pressing Inspection Lines	Dòng kiểm là đã hoàn thành	g10_one_off_production
1	Done Pressing Rechecks	Recheck Là hoàn thành	g10_veston_production
1	Done Sewing Inspection Details	Chi tiết kiểm hóa đã sửa đạt	g10_hybrid_production
1	Down Size	Hạ cỡ	g10_shirt_production
1	Download	Tải xuống	g10_report
1	Download sample template	Tải xuống tệp mẫu	g10_one_off_production
1	Download template	Tải template	g10_veston_production
1	Driver Name	Tên lái xe	g10_veston_production
1	Duplicate data for the same period!	Trùng dữ liệu theo khoảng thời gian!	g10_report
1	Duplicate operation codes found in import file: %s	Tìm thấy mã công đoạn trùng trong file nhập: %s	g10_one_off_production
1	Duplicating a Fabric Color Reflection Sheet is not allowed.	Không được phép nhân bản Bảng phân ánh màu vải.	g10_stock
1	Duplicating a Production Order is not allowed!	Không được phép nhân bản một Lệnh SX!	g10_production
1	Duplicating a finished product import is not allowed!	Không được phép nhân bản phiếu nhập kho thành phẩm!	g10_veston_production
1	Duplicating a finished product inspection is not allowed!	Không được phép nhân bản phiếu kiểm hóa kho!	g10_veston_production
1	Duplicating a one-off pressing supply is not allowed!	Không được phép nhân bản phiếu cấp là đơn chiếc!	g10_one_off_production
1	Duplicating a one-off product is not allowed!	Không được phép nhân bản sản phẩm đơn chiếc!	g10_one_off_production
1	Duplicating a one-off production order is not allowed!	Không được phép nhân bản lệnh SX Đơn chiếc!	g10_one_off_production
1	Duplicating a one-off sewing supply is not allowed!	Không được phép nhân bản phiếu cấp may đơn chiếc!	g10_one_off_production
1	Duplicating a one-off stock import is not allowed!	Không được phép sao chép phiếu nhập kho đơn chiếc!	g10_one_off_production
1	Duplicating a sewing productivity is not allowed!	Không được phép nhân bản phiếu Ghi nhận năng suất tổ may!	g10_shirt_production
1	Duplicating fabric spreading is not allowed!	Không cho phép nhân bản phiếu trải vải!	g10_one_off_production
1	Duplicating finished product inspection lines is not allowed!	Không được phép nhân bản chi tiếu phiếu kiểm kho thành phẩm!	g10_veston_production
1	Duplicating this record is not allowed!	Không được phép nhân bản phiếu này!	g10_veston_production
1	Dye Washing	Giặt nhuộm	g10_production
1	Each AQL rule can exist only once in a Production Quality!	Một quy tắc AQL chỉ được xuất hiện một lần trong một phiếu KCS!	g10_production
1	Each Fabric Type without declare sequence number can be allocated with a Marker Frame only once!	Một loại vải phụ chỉ được hạch toán trên một KGSĐ một lần duy nhất!	g10_veston_production
1	Each bundle can only be supplied for a single production line	Mỗi Bọn chỉ được cấp cho một Chuyền/Tổ SX	g10_shirt_production
1	Each bundle number can only appear once in pressing veston supply lines!	Mỗi một STT chỉ được xuất hiện một lần trong chi tiết cấp Là Veston!	g10_veston_production
1	Each bundle number must be unique per return!	Mỗi số bó phải là duy nhất theo từng phiếu trả!	g10_veston_production
1	Each bundle number must be unique per sewing inspection.	STT phải là duy nhất trong một phiếu kiểm hóa May.	g10_veston_production
1	Each component category can only appear once in the same one-off product!	Mỗi nhóm thành phần chỉ được xuất hiện một lần trong cùng một sản phẩm đơn chiếc!	g10_one_off_production
1	Each line group must be unique per production, production line, and color!	Danh sách vóc cỡ phải là duy nhất theo lệnh SX, Chuyền/Tổ SX và Cỡ/Vóc!	g10_veston_production
1	Each production line group can only appear once in the same document!	Mỗi nhóm chi tiết lệnh SX chỉ được chọn một lần trong một phiếu nhập!	g10_veston_production
1	Each production line group can only appear once in the same inspection!	Mỗi chi tiết lệnh SX chỉ được xuất hiện một lần trong một phiếu kiểm kho thành phẩm!	g10_veston_production
1	Each production order can have only one reference document!	Mỗi một Lệnh SX chỉ được có duy nhất một tài liệu Sở cứ!	g10_production
1	Each production order can only have one finished product inspection per company!	Mỗi mọt lệnh SX chỉ được phép có một phiếu kiểm kho thành phẩm trong một công ty!	g10_veston_production
1	"Each update entry must include an ""id""!"	"Mỗi phần tử cập nhật phải có ""id""!"	g10_veston_production
1	Edit Shine	Điền thông tin Ánh màu	g10_stock
1	Elasticity 1	Độ déo 1	g10_stock
1	Elasticity 2	Độ déo 2	g10_stock
1	Embroidery	Thêu	g10_production
1	Employee	Nhân viên	g10_master
1	Employee's Name	Tên nhân viên	g10_master
1	Employees	Nhân viên	g10_master
1	End Date	Ngày kết thúc	g10_report
1	End Quantity	Đến	g10_production
1	End Time	Thời gian kết thúc	g10_master
1	English Name	Tên Tiếng Anh	g10_master
1	Enough Documents for Production	Đã đầy đủ tài liệu SX	g10_production
1	Enter the webhook URL to use Webhook authentication.	Nhập URL webhook để sử dụng xác thực Webhook.	g10_mattermost_integration
1	Entire Code	Cả mã	g10_veston_production
1	Entire Model	Cả model	g10_veston_production
1	Error - X Coordinate	Tọa độ lỗi - X	g10_veston_production
1	Error - Y Coordinate	Tọa độ lỗi - Y	g10_veston_production
1	Error Body	Báo cáo tổng hợp lỗi kiểm thân	g10_report
1	Error Body Report	Báo cáo tổng hợp lỗi kiểm thân	g10_report
1	Error Detail	Báo cáo chi tiết lỗi	g10_report
1	Error Detail Report	Báo cáo chi tiết lỗi	g10_report
1	Error Detail Veston	Báo cáo lỗi chi tiết Veston	g10_report
1	Error Message	Thông báo lỗi	g10_mattermost_integration
1	Event Code	Mã sự kiện	g10_mattermost_integration
1	Event Rules	Quy tắc sự kiện	g10_mattermost_integration
1	Executor	Người thực hiện	g10_shirt_production
1	Export Lines	Chi tiết xuất	g10_veston_production
1	Export Package File	Xuất file tem NPL	g10_stock
1	Export Report	Xuất báo cáo	g10_report
1	Export quantity	Số lượng xuất	g10_veston_production
1	Export quantity must be greater than 0!	Số lượng xuất phải lớn hơn 0!	g10_veston_production
1	Export to get template	Xuất lấy mẫu	g10_stock
1	Exported Qty	Lũy kế cấp	g10_veston_production
1	Exported Return	Đã xuất trả	g10_shirt_production
1	Fabric Code	Mã vải	g10_one_off_production
1	Fabric Color Reflection	Bảng phân ánh màu vải	g10_stock
1	Fabric Color Reflection Count	Số Bảng phân ánh màu vải	g10_stock
1	Fabric Color Reflection Line	Chi tiết Bảng phân ánh màu vải	g10_stock
1	Fabric Color Reflection can only be created from an incoming picking.	Bảng phân ánh màu vải chỉ có thể được tạo từ phiếu nhập kho.	g10_stock
1	Fabric Color Reflections	Danh sách Bảng phân ánh màu vải	g10_stock
1	Fabric Inspection Evaluation	Đánh giá quay kiểm vải	g10_stock
1	Fabric Roll Count	Số cuộn vải	g10_stock
1	Fabric Roll Label	In tem cuộn vải	g10_stock
1	Fabric Roll Label File	In tem cuộn vải	g10_stock
1	Fabric Roll Name	Mã kiện hàng	g10_stock
1	Fabric Roll Number	Cuộn số (điền tay)	g10_stock
1	Fabric Roll name '%s' already exists.	Cuộn vải '%s' đã tồn tại.	g10_stock
1	Fabric Rolls	Cuộn vải	g10_stock
1	Fabric Spreading	Phiếu trải vải	g10_one_off_production
1	Fabric Spreading - One-off	Phiếu trải vải - Hàng đơn chiếc	g10_one_off_production
1	Fabric Spreading Count	Số phiếu trải vải	g10_one_off_production
1	Fabric Spreading Detail - One-off	Chi tiết trải vải - Hàng đơn chiếc	g10_one_off_production
1	Fabric Spreading One-off	Phiếu trải vải đơn chiếc	g10_one_off_production
1	Fabric Spreading Quota - One-off	Định mức trải vải - Hàng đơn chiếc	g10_one_off_production
1	Fabric Testing	Kiểm thử vải	g10_stock
1	Fabric Testing Report Count	Số luượng Kiểm thử vải	g10_stock
1	Fabric Testing Reports	Danh sách Kiểm thử vải	g10_stock
1	Fabric Types	Loại vải	g10_master
1	Fabric name must be unique per production unit!	Tên vải phải là duy nhất trong mỗi đơn vị !	g10_master
1	"Fabric roll ""%s"" is selected in multiple lines. Each roll can only be assigned a reflection in a single line."	"Cuộn vải ""%s"" được chọn ở nhiều dòng. Mỗi cuộn chỉ có thể được gán ánh màu trong một dòng duy nhất."	g10_stock
1	Fabric roll %s has already been added.	Cuộn vải %s đã được thêm vào.	g10_stock
1	Fabric testing	Báo cáo thử nghiệm vải	g10_stock
1	Face-to-Face spreading	Trải quật xòe	g10_veston_production
1	Factory	Xí nghiệp	g10_report
1	Factory review	Xí nghiệp đánh giá	g10_production
1	Failed	Thất bại	g10_mattermost_integration
1	Failed Pickings	Điều chuyển thất bại	g10_stock
1	Figure Name	Tên Hệ sản phẩm	g10_master
1	Figure Sequence	STT Hệ sản phẩm	g10_master
1	Figure-Size	Vóc-Cỡ	g10_master
1	File	Tệp tin	g10_stock
1	File Type	Loại tệp tin	g10_stock
1	File do not exist!	Không tồn tại tập tin nhập dữ liệu nào!	g10_stock
1	File to check and/or import, raw binary (not base64)	Tệp để kiểm tra và/hoặc import (không phải base64)	g10_stock
1	Final Factory Inspection Line	Chi tiết kiểm Final Xí nghiệp	g10_production
1	Final Factory Inspection Lines	Chi tiết kiểm Final Xí nghiệp	g10_production
1	Final Inspection Line	Chi tiết kiểm Final	g10_production
1	Final Inspection Lines	Chi tiết kiểm Final	g10_production
1	Final inspection detail	Chi tiết kiểm Final	g10_production
1	Finished	Hoàn thành	g10_veston_production
1	Finished Product Export	Xuất kho thành phẩm	g10_veston_production
1	Finished Product Import	Nhập kho thành phẩm	g10_veston_production
1	Finished Product Imports	Nhập kho thành phẩm	g10_veston_production
1	Finished Product Inspection	Kiểm kho thành phẩm	g10_veston_production
1	Finished import product	Nhập thành phẩm	g10_veston_production
1	Folded-width spreading	Trải quật gập khổ	g10_veston_production
1	For fabrics need inspection, you must select at least one allocation for value!	Với loại vải cần kiểm hóa, cần chọn ít nhất một giá trị Hạch toán cho !	g10_veston_production
1	For new production lines added after the last allocation, please make sure they are placed at the end of the priority list!	Với trường hợp có chi tiết lệnh sản xuất mới được tạo sau khi đã hạch toán, hãy kéo các thứ tự ưu tiên hạch mới tương ứng xuống dưới cùng!	g10_veston_production
1	Forward flow	Hàng thường	g10_veston_production
1	Frame Line Sizes	Chi tiết cỡ	g10_hybrid_production
1	Frame code and frame color must be unique in a marker frame!	Mã khung giác sơ đồ và Màu phải là duy nhất trong một Khung giác sơ đồ!	g10_veston_production
1	From Date	Từ ngày	g10_report
1	From date and To date are required.	Từ ngày và Đến ngày là bắt buộc.	g10_report
